kaba	kab'a
komerclerteco	komerc'lert'ec'o
komercligoj	komerc'lig'o'j
komercmodelo	komerc'model'o
komercmodeloj	komerc'model'o'j
komercmodelon	komerc'model'o'n
komercpartnero	komerc'partner'o
komercpartneroj	komerc'partner'o'j
komercplano	komerc'plan'o
komercpraktikoj	komerc'praktik'o'j
komercprocezo	komerc'procez'o
komercprocezoj	komerc'procez'o'j
komercprocezojn	komerc'procez'o'j'n
komercreto	komerc'ret'o
komercrilatoj	komerc'rilat'o'j
komercsektoro	komerc'sektor'o
komercstacioj	komerc'staci'o'j
komerctransakcioj	komerc'transakci'o'j
komercvojo	komerc'voj'o
komercvojoj	komerc'voj'o'j
komercvojojn	komerc'voj'o'j'n
kometa	komet'a
kometaj	komet'a'j
kometo	komet'o
kometoj	komet'o'j
kometojn	komet'o'j'n
kometon	komet'o'n
komforta	komfort'a
komfortaj	komfort'a'j
komfortajn	komfort'a'j'n
komfortan	komfort'a'n
komfortas	komfort'as
komforte	komfort'e
komforto	komfort'o
komfortoj	komfort'o'j
komforton	komfort'o'n
komforteco	komfort'ec'o
komfortecon	komfort'ec'o'n
komfortigi	komfort'ig'i
komfortigis	komfort'ig'is
komika	komik'a
komikaj	komik'a'j
komikajn	komik'a'j'n
komikan	komik'a'n
komike	komik'e
komikisto	komik'ist'o
komikulo	komik'ul'o
komikuloj	komik'ul'o'j
komikso	komiks'o
komiksoj	komiks'o'j
komiksojn	komiks'o'j'n
komikson	komiks'o'n
kominterno	komintern'o
komisaro	komisar'o
komisaroj	komisar'o'j
komisaron	komisar'o'n
komisarejo	komisar'ej'o
komisariato	komisariat'o
komisias	komisi'as
komisii	komisi'i
komisiis	komisi'is
komisio	komisi'o
komisioj	komisi'o'j
komisiojn	komisi'o'j'n
komision	komisi'o'n
komisios	komisi'os
komisiado	komisi'ad'o
komisiita	komisi'it'a
komisiitaj	komisi'it'a'j
komisiite	komisi'it'e
komisiito	komisi'it'o
komisiitoj	komisi'it'o'j
komisiiton	komisi'it'o'n
komisiona	komision'a
komisionaj	komision'a'j
komisiono	komision'o
komisionoj	komision'o'j
komisionojn	komision'o'j'n
komisionon	komision'o'n
komisionano	komision'an'o
komisionanoj	komision'an'o'j
komisionestro	komision'estr'o
komitata	komitat'a
komitataj	komitat'a'j
komitatan	komitat'a'n
komitato	komitat'o
komitatoj	komitat'o'j
komitatojn	komitat'o'j'n
komitaton	komitat'o'n
komitatano	komitat'an'o
komitatanoj	komitat'an'o'j
komitatanojn	komitat'an'o'j'n
komitatanon	komitat'an'o'n
komitatkunsido	komitat'kun'sid'o
komitatkunsidoj	komitat'kun'sid'o'j
komizo	komiz'o
komizoj	komiz'o'j
komizon	komiz'o'n
komizino	komiz'in'o
komodo	komod'o
komodoro	komodor'o
komoroj	komor'o'j
kompakta	kompakt'a
kompaktaj	kompakt'a'j
kompaktajn	kompakt'a'j'n
kompaktan	kompakt'a'n
kompakte	kompakt'e
kompaktdisko	kompakt'disk'o
kompaktdiskoj	kompakt'disk'o'j
kompaktdiskon	kompakt'disk'o'n
kompakteco	kompakt'ec'o
kompaktigita	kompakt'ig'it'a
kompaktujo	kompakt'uj'o
kompano	kompan'o
kompanoj	kompan'o'j
kompanojn	kompan'o'j'n
kompania	kompani'a
kompanio	kompani'o
kompanioj	kompani'o'j
kompaniojn	kompani'o'j'n
kompanion	kompani'o'n
kompaniano	kompani'an'o
kompanianoj	kompani'an'o'j
kompara	kompar'a
komparaj	kompar'a'j
komparan	kompar'a'n
komparas	kompar'as
kompare	kompar'e
kompari	kompar'i
komparis	kompar'is
komparo	kompar'o
komparoj	kompar'o'j
komparojn	kompar'o'j'n
komparon	kompar'o'n
komparos	kompar'os
komparu	kompar'u
komparus	kompar'us
komparado	kompar'ad'o
komparanta	kompar'ant'a
komparante	kompar'ant'e
komparata	kompar'at'a
komparataj	kompar'at'a'j
komparebla	kompar'ebl'a
kompareblaj	kompar'ebl'a'j
kompareblajn	kompar'ebl'a'j'n
kompareblan	kompar'ebl'a'n
kompareblas	kompar'ebl'as
kompareble	kompar'ebl'e
komparilo	kompar'il'o
komparita	kompar'it'a
komparitaj	kompar'it'a'j
komparite	kompar'it'e
komparnormo	kompar'norm'o
komparnormoj	kompar'norm'o'j
komparativo	komparativ'o
kompartio	komparti'o
kompartianoj	komparti'an'o'j
kompaso	kompas'o
kompasoj	kompas'o'j
kompason	kompas'o'n
kompasdirektoj	kompas'direkt'o'j
kompata	kompat'a
kompataj	kompat'a'j
kompatan	kompat'a'n
kompatas	kompat'as
kompate	kompat'e
kompati	kompat'i
kompatis	kompat'is
kompato	kompat'o
kompaton	kompat'o'n
kompatos	kompat'os
kompatu	kompat'u
kompatante	kompat'ant'e
kompatema	kompat'em'a
kompatemaj	kompat'em'a'j
kompateman	kompat'em'a'n
kompateme	kompat'em'e
kompatemo	kompat'em'o
kompatemon	kompat'em'o'n
kompatinda	kompat'ind'a
kompatindaj	kompat'ind'a'j
kompatindajn	kompat'ind'a'j'n
kompatindan	kompat'ind'a'n
kompatinde	kompat'ind'e
kompatindulo	kompat'ind'ul'o
kompatinduloj	kompat'ind'ul'o'j
kompatindulino	kompat'ind'ul'in'o
kompendio	kompendi'o
kompensa	kompens'a
kompensaj	kompens'a'j
kompensan	kompens'a'n
kompensas	kompens'as
kompense	kompens'e
kompensi	kompens'i
kompensis	kompens'is
kompenso	kompens'o
kompensoj	kompens'o'j
kompensojn	kompens'o'j'n
kompenson	kompens'o'n
kompensos	kompens'os
kompensu	kompens'u
kompensus	kompens'us
kompensado	kompens'ad'o
kompensante	kompens'ant'e
kompensdevo	kompens'dev'o
kompensdevoj	kompens'dev'o'j
kompensdevojn	kompens'dev'o'j'n
kompensdevon	kompens'dev'o'n
kompensdevolimigo	kompens'dev'o'lim'ig'o
kompensita	kompens'it'a
kompensitaj	kompens'it'a'j
kompetenta	kompetent'a
kompetentaj	kompetent'a'j
kompetentajn	kompetent'a'j'n
kompetentan	kompetent'a'n
kompetentas	kompetent'as
kompetente	kompetent'e
kompetento	kompetent'o
kompetentoj	kompetent'o'j
kompetentojn	kompetent'o'j'n
kompetenton	kompetent'o'n
kompetenteco	kompetent'ec'o
kompetentecoj	kompetent'ec'o'j
kompetentecojn	kompetent'ec'o'j'n
kompetentecon	kompetent'ec'o'n
kompetentiga	kompetent'ig'a
kompetentigaj	kompetent'ig'a'j
kompetentulo	kompetent'ul'o
kompetentuloj	kompetent'ul'o'j
kompilas	kompil'as
kompili	kompil'i
kompilis	kompil'is
kompilo	kompil'o
kompiloj	kompil'o'j
kompilon	kompil'o'n
kompilu	kompil'u
kompilado	kompil'ad'o
kompilaĵo	kompil'aĵ'o
kompilaĵoj	kompil'aĵ'o'j
kompilante	kompil'ant'e
kompilanto	kompil'ant'o
kompililo	kompil'il'o
kompililoj	kompil'il'o'j
kompililojn	kompil'il'o'j'n
kompililon	kompil'il'o'n
kompilinto	kompil'int'o
kompilintoj	kompil'int'o'j
kompilita	kompil'it'a
kompilitaj	kompil'it'a'j
kompilitan	kompil'it'a'n
kompleksa	kompleks'a
kompleksaj	kompleks'a'j
kompleksajn	kompleks'a'j'n
kompleksan	kompleks'a'n
komplekse	kompleks'e
komplekso	kompleks'o
kompleksoj	kompleks'o'j
kompleksojn	kompleks'o'j'n
komplekson	kompleks'o'n
komplekseco	kompleks'ec'o
kompleksecoj	kompleks'ec'o'j
kompleksecojn	kompleks'ec'o'j'n
kompleksecon	kompleks'ec'o'n
kompleksecklasoj	kompleks'ec'klas'o'j
komplementa	komplement'a
komplementaj	komplement'a'j
komplementajn	komplement'a'j'n
komplementan	komplement'a'n
komplemente	komplement'e
komplemento	komplement'o
komplementoj	komplement'o'j
komplementojn	komplement'o'j'n
komplementon	komplement'o'n
komplementeco	komplement'ec'o
kompleta	komplet'a
kompletaj	komplet'a'j
kompletajn	komplet'a'j'n
kompletan	komplet'a'n
kompletas	komplet'as
komplete	komplet'e
kompleti	komplet'i
kompleto	komplet'o
kompletoj	komplet'o'j
kompletojn	komplet'o'j'n
kompleton	komplet'o'n
kompleteco	komplet'ec'o
kompletiga	komplet'ig'a
kompletigaj	komplet'ig'a'j
kompletigan	komplet'ig'a'n
kompletigas	komplet'ig'as
kompletige	komplet'ig'e
kompletigi	komplet'ig'i
kompletigis	komplet'ig'is
kompletigo	komplet'ig'o
kompletigoj	komplet'ig'o'j
kompletigon	komplet'ig'o'n
kompletigos	komplet'ig'os
kompletigu	komplet'ig'u
kompletigus	komplet'ig'us
kompletigado	komplet'ig'ad'o
kompletiganta	komplet'ig'ant'a
kompletigantaj	komplet'ig'ant'a'j
kompletigante	komplet'ig'ant'e
kompletigita	komplet'ig'it'a
kompletigitaj	komplet'ig'it'a'j
kompletigite	komplet'ig'it'e
kompletigota	komplet'ig'ot'a
kompletiĝas	komplet'iĝ'as
kompletiĝis	komplet'iĝ'is
kompletiĝo	komplet'iĝ'o
kompletiĝos	komplet'iĝ'os
kompleza	komplez'a
komplezaj	komplez'a'j
komplezan	komplez'a'n
kompleze	komplez'e
komplezi	komplez'i
komplezis	komplez'is
komplezo	komplez'o
komplezon	komplez'o'n
komplezos	komplez'os
komplezu	komplez'u
komplezema	komplez'em'a
komplezemo	komplez'em'o
komplico	komplic'o
komplicoj	komplic'o'j
kompliceco	komplic'ec'o
komplika	komplik'a
komplikaj	komplik'a'j
komplikajn	komplik'a'j'n
komplikan	komplik'a'n
komplikas	komplik'as
komplike	komplik'e
kompliki	komplik'i
komplikis	komplik'is
kompliko	komplik'o
kompliku	komplik'u
komplikaĵo	komplik'aĵ'o
komplikaĵoj	komplik'aĵ'o'j
komplikaĵojn	komplik'aĵ'o'j'n
komplikeco	komplik'ec'o
komplikecon	komplik'ec'o'n
komplikega	komplik'eg'a
komplikigas	komplik'ig'as
komplikiĝas	komplik'iĝ'as
komplikita	komplik'it'a
komplikitaj	komplik'it'a'j
komplikitan	komplik'it'a'n
komplimenti	kompliment'i
komplimentis	kompliment'is
komplimento	kompliment'o
komplimentoj	kompliment'o'j
komplimentojn	kompliment'o'j'n
komplimenton	kompliment'o'n
komplotas	komplot'as
komplotis	komplot'is
komploto	komplot'o
komplotoj	komplot'o'j
komplotojn	komplot'o'j'n
komploton	komplot'o'n
komplotantoj	komplot'ant'o'j
kompona	kompon'a
komponaj	kompon'a'j
komponan	kompon'a'n
komponas	kompon'as
komponi	kompon'i
komponis	kompon'is
kompono	kompon'o
komponado	kompon'ad'o
komponadon	kompon'ad'o'n
komponaĵo	kompon'aĵ'o
komponaĵoj	kompon'aĵ'o'j
komponaĵojn	kompon'aĵ'o'j'n
komponaĵon	kompon'aĵ'o'n
komponanto	kompon'ant'o
komponantoj	kompon'ant'o'j
komponantojn	kompon'ant'o'j'n
komponanton	kompon'ant'o'n
komponata	kompon'at'a
komponiĝas	kompon'iĝ'as
komponiĝo	kompon'iĝ'o
komponisto	kompon'ist'o
komponistoj	kompon'ist'o'j
komponistojn	kompon'ist'o'j'n
komponiston	kompon'ist'o'n
komponistino	kompon'ist'in'o
komponita	kompon'it'a
komponitaj	kompon'it'a'j
komponitajn	kompon'it'a'j'n
komponitan	kompon'it'a'n
komponanto	komponent'o
komponantoj	komponent'o'j
kompostado	kompost'ad'o
kompostadon	kompost'ad'o'n
komposteraroj	kompost'erar'o'j
kompostisto	kompost'ist'o
kompostita	kompost'it'a
kompoŝto	kompoŝt'o
kompoŝtado	kompoŝt'ad'o
kompoto	kompot'o
kompoton	kompot'o'n
kompozicia	kompozici'a
kompoziciaj	kompozici'a'j
kompozicio	kompozici'o
kompozicion	kompozici'o'n
kompozita	kompozit'a
kompozitaj	kompozit'a'j
komprena	kompren'a
komprenas	kompren'as
kompreni	kompren'i
komprenis	kompren'is
kompreno	kompren'o
komprenoj	kompren'o'j
komprenojn	kompren'o'j'n
komprenon	kompren'o'n
komprenos	kompren'os
komprenu	kompren'u
komprenus	kompren'us
komprenado	kompren'ad'o
komprenadon	kompren'ad'o'n
komprenanta	kompren'ant'a
komprenantaj	kompren'ant'a'j
komprenantan	kompren'ant'a'n
komprenante	kompren'ant'e
komprenata	kompren'at'a
komprenataj	kompren'at'a'j
komprenebla	kompren'ebl'a
kompreneblaj	kompren'ebl'a'j
kompreneblajn	kompren'ebl'a'j'n
kompreneblan	kompren'ebl'a'n
kompreneblas	kompren'ebl'as
kompreneble	kompren'ebl'e
kompreneblo	kompren'ebl'o
kompreneblon	kompren'ebl'o'n
komprenebleco	kompren'ebl'ec'o
komprenema	kompren'em'a
komprenemaj	kompren'em'a'j
kompreneman	kompren'em'a'n
kompreneme	kompren'em'e
komprenemo	kompren'em'o
komprenemon	kompren'em'o'n
komprenigas	kompren'ig'as
komprenigi	kompren'ig'i
komprenigis	kompren'ig'is
komprenigu	kompren'ig'u
kompreniĝas	kompren'iĝ'as
kompreniĝi	kompren'iĝ'i
kompreniĝo	kompren'iĝ'o
kompreniĝon	kompren'iĝ'o'n
kompreniĝado	kompren'iĝ'ad'o
kompreninta	kompren'int'a
kompreninte	kompren'int'e
komprenita	kompren'it'a
komprenitaj	kompren'it'a'j
komprenite	kompren'it'e
komprenkapablo	kompren'kapabl'o
komprenkapablon	kompren'kapabl'o'n
komprenpovon	kompren'pov'o'n
kompresoro	kompresor'o
kompresoroj	kompresor'o'j
kompresoron	kompresor'o'n
kompromisa	kompromis'a
kompromisan	kompromis'a'n
kompromise	kompromis'e
kompromisi	kompromis'i
kompromisis	kompromis'is
kompromiso	kompromis'o
kompromisoj	kompromis'o'j
kompromisojn	kompromis'o'j'n
kompromison	kompromis'o'n
kompromitas	kompromit'as
kompromiti	kompromit'i
kompromitis	kompromit'is
kompromitita	kompromit'it'a
kompundaĵoj	kompund'aĵ'o'j
komputa	komput'a
komputaj	komput'a'j
komputas	komput'as
komputi	komput'i
komputis	komput'is
komputada	komput'ad'a
komputado	komput'ad'o
komputadoj	komput'ad'o'j
komputadojn	komput'ad'o'j'n
komputadon	komput'ad'o'n
komputadokomplekseco	komput'ad'o'kompleks'ec'o
komputante	komput'ant'e
komputatoro	komput'ator'o
komputebla	komput'ebl'a
komputeblaj	komput'ebl'a'j
komputeblo	komput'ebl'o
komputforto	komput'fort'o
komputika	komput'ik'a
komputikaj	komput'ik'a'j
komputiko	komput'ik'o
komputikon	komput'ik'o'n
komputikistoj	komput'ik'ist'o'j
komputila	komput'il'a
komputilaj	komput'il'a'j
komputilajn	komput'il'a'j'n
komputilan	komput'il'a'n
komputile	komput'il'e
komputilo	komput'il'o
komputiloj	komput'il'o'j
komputilojn	komput'il'o'j'n
komputilon	komput'il'o'n
komputilanimacio	komput'il'animaci'o
komputilegoj	komput'il'eg'o'j
komputilgeneritfiguraĵo	komput'il'gener'it'figur'aĵ'o
komputilhelpata	komput'il'help'at'a
komputiligita	komput'il'ig'it'a
komputilindustrio	komput'il'industri'o
komputilisto	komput'il'ist'o
komputilistoj	komput'il'ist'o'j
komputilkontrolita	komput'il'kontrol'it'a
komputilkontrolitaj	komput'il'kontrol'it'a'j
komputillingvoj	komput'il'lingv'o'j
komputilludo	komput'il'lud'o
komputilludoj	komput'il'lud'o'j
komputilludojn	komput'il'lud'o'j'n
komputilmodeloj	komput'il'model'o'j
komputilprogramado	komput'il'program'ad'o
komputilscienco	komput'il'scienc'o
komputilsimulado	komput'il'simul'ad'o
komputilsimuladoj	komput'il'simul'ad'o'j
komputilsistemo	komput'il'sistem'o
komputilsistemoj	komput'il'sistem'o'j
komputilsistemojn	komput'il'sistem'o'j'n
komputilsistemon	komput'il'sistem'o'n
komputiluzantoj	komput'il'uz'ant'o'j
komputita	komput'it'a
komputitaj	komput'it'a'j
komputoscienco	komput'o'scienc'o
komputera	komputer'a
komputero	komputer'o
komputoro	komputor'o
komputoroj	komputor'o'j
komputoron	komputor'o'n
komuna	komun'a
komunaj	komun'a'j
komunajn	komun'a'j'n
komunan	komun'a'n
komunas	komun'as
komune	komun'e
komuno	komun'o
komunaĵo	komun'aĵ'o
komunaĵoj	komun'aĵ'o'j
komunaĵojn	komun'aĵ'o'j'n
komunaĵon	komun'aĵ'o'n
komuneco	komun'ec'o
komunecoj	komun'ec'o'j
komunecojn	komun'ec'o'j'n
komunecon	komun'ec'o'n
komunejo	komun'ej'o
komunentrepreno	komun'entrepren'o
komunisma	komun'ism'a
komunismaj	komun'ism'a'j
komunisman	komun'ism'a'n
komunismo	komun'ism'o
komunismon	komun'ism'o'n
komunista	komun'ist'a
komunistaj	komun'ist'a'j
komunistajn	komun'ist'a'j'n
komunistan	komun'ist'a'n
komunisto	komun'ist'o
komunistoj	komun'ist'o'j
komunistojn	komun'ist'o'j'n
komuniston	komun'ist'o'n
komunistpartio	komun'ist'parti'o
komunistregistaro	komun'ist'reg'ist'ar'o
komunkaso	komun'kas'o
komunkason	komun'kas'o'n
komunloĝejo	komun'loĝ'ej'o
komunnomo	komun'nom'o
komunnomoj	komun'nom'o'j
komunpaŝtejo	komun'paŝt'ej'o
komunpaŝtejon	komun'paŝt'ej'o'n
komunregnolandoj	komun'regn'o'land'o'j
komunuma	komun'um'a
komunumaj	komun'um'a'j
komunumajn	komun'um'a'j'n
komunuman	komun'um'a'n
komunume	komun'um'e
komunumo	komun'um'o
komunumoj	komun'um'o'j
komunumojn	komun'um'o'j'n
komunumon	komun'um'o'n
komunumanoj	komun'um'an'o'j
komunumaro	komun'um'ar'o
komunumaroj	komun'um'ar'o'j
komunumbazita	komun'um'baz'it'a
komunumbazitaj	komun'um'baz'it'a'j
komunumeco	komun'um'ec'o
komunumestro	komun'um'estr'o
komunumestroj	komun'um'estr'o'j
komunuza	komun'uz'a
komunuzaj	komun'uz'a'j
komunio	komuni'o
komunion	komuni'o'n
komunika	komunik'a
komunikaj	komunik'a'j
komunikajn	komunik'a'j'n
komunikan	komunik'a'n
komunikas	komunik'as
komuniki	komunik'i
komunikis	komunik'is
komuniko	komunik'o
komunikoj	komunik'o'j
komunikojn	komunik'o'j'n
komunikon	komunik'o'n
komunikos	komunik'os
komuniku	komunik'u
komunikus	komunik'us
komunikada	komunik'ad'a
komunikadaj	komunik'ad'a'j
komunikadan	komunik'ad'a'n
komunikadi	komunik'ad'i
komunikado	komunik'ad'o
komunikadoj	komunik'ad'o'j
komunikadojn	komunik'ad'o'j'n
komunikadon	komunik'ad'o'n
komunikadamaskomunikilaro	komunik'ad'amas'komunik'il'ar'o
komunikadaparatoj	komunik'ad'aparat'o'j
komunikadcentro	komunik'ad'centr'o
komunikadokapablecojn	komunik'ad'o'kapabl'ec'o'j'n
komunikadoteknologio	komunik'ad'o'teknologi'o
komunikadoteknologioj	komunik'ad'o'teknologi'o'j
komunikaĵo	komunik'aĵ'o
komunikaĵoj	komunik'aĵ'o'j
komunikaĵojn	komunik'aĵ'o'j'n
komunikaĵon	komunik'aĵ'o'n
komunikantaj	komunik'ant'a'j
komunikante	komunik'ant'e
komunikata	komunik'at'a
komunikema	komunik'em'a
komunikemaj	komunik'em'a'j
komunikiĝas	komunik'iĝ'as
komunikiĝi	komunik'iĝ'i
komunikiĝis	komunik'iĝ'is
komunikiĝo	komunik'iĝ'o
komunikilo	komunik'il'o
komunikiloj	komunik'il'o'j
komunikilojn	komunik'il'o'j'n
komunikilon	komunik'il'o'n
komunikisto	komunik'ist'o
komunikita	komunik'it'a
komunikitaj	komunik'it'a'j
komunikkanalo	komunik'kanal'o
komunikkanaloj	komunik'kanal'o'j
komuniklingvo	komunik'lingv'o
komuniksistemo	komunik'sistem'o
komuniksistemoj	komunik'sistem'o'j
komuta	komut'a
komutilo	komut'il'o
konan	kon'a'n
konas	kon'as
koni	kon'i
konis	kon'is
kono	kon'o
konoj	kon'o'j
konojn	kon'o'j'n
konon	kon'o'n
konos	kon'os
konu	kon'u
konus	kon'us
konado	kon'ad'o
konadon	kon'ad'o'n
konanta	kon'ant'a
konantaj	kon'ant'a'j
konante	kon'ant'e
konanto	kon'ant'o
konantoj	kon'ant'o'j
konaro	kon'ar'o
konata	kon'at'a
konataj	kon'at'a'j
konatajn	kon'at'a'j'n
konatan	kon'at'a'n
konatas	kon'at'as
konate	kon'at'e
konato	kon'at'o
konatoj	kon'at'o'j
konatojn	kon'at'o'j'n
konaton	kon'at'o'n
konataro	kon'at'ar'o
konateco	kon'at'ec'o
konatecon	kon'at'ec'o'n
konatigas	kon'at'ig'as
konatigi	kon'at'ig'i
konatigis	kon'at'ig'is
konatigos	kon'at'ig'os
konatigu	kon'at'ig'u
konatiĝas	kon'at'iĝ'as
konatiĝi	kon'at'iĝ'i
konatiĝis	kon'at'iĝ'is
konatiĝo	kon'at'iĝ'o
konatiĝon	kon'at'iĝ'o'n
konatiĝos	kon'at'iĝ'os
konatiĝu	kon'at'iĝ'u
konatino	kon'at'in'o
konatulo	kon'at'ul'o
konatuloj	kon'at'ul'o'j
konatulojn	kon'at'ul'o'j'n
konebla	kon'ebl'a
konebleco	kon'ebl'ec'o
konigas	kon'ig'as
konigi	kon'ig'i
konigis	kon'ig'is
konigo	kon'ig'o
konigon	kon'ig'o'n
konigos	kon'ig'os
konigu	kon'ig'u
konigante	kon'ig'ant'e
koniĝas	kon'iĝ'as
koniĝis	kon'iĝ'is
koninta	kon'int'a
koninte	kon'int'e
konita	kon'it'a
konitaj	kon'it'a'j
koncedas	konced'as
koncedi	konced'i
koncedis	konced'is
koncedo	konced'o
koncedoj	konced'o'j
koncedojn	konced'o'j'n
koncedos	konced'os
koncedu	konced'u
koncedus	konced'us
koncedante	konced'ant'e
koncedita	konced'it'a
konceditaj	konced'it'a'j
konceditan	konced'it'a'n
koncedite	konced'it'e
koncentra	koncentr'a
koncentraj	koncentr'a'j
koncentras	koncentr'as
koncentre	koncentr'e
koncentri	koncentr'i
koncentris	koncentr'is
koncentro	koncentr'o
koncentroj	koncentr'o'j
koncentru	koncentr'u
koncentrado	koncentr'ad'o
koncentraĵo	koncentr'aĵ'o
koncentraĵoj	koncentr'aĵ'o'j
koncentraĵon	koncentr'aĵ'o'n
koncentrante	koncentr'ant'e
koncentreco	koncentr'ec'o
koncentrejo	koncentr'ej'o
koncentrejoj	koncentr'ej'o'j
koncentrejojn	koncentr'ej'o'j'n
koncentrejon	koncentr'ej'o'n
koncentrigas	koncentr'ig'as
koncentrigi	koncentr'ig'i
koncentriĝas	koncentr'iĝ'as
koncentriĝi	koncentr'iĝ'i
koncentriĝis	koncentr'iĝ'is
koncentrigho	koncentr'iĝ'o
koncentriĝo	koncentr'iĝ'o
koncentriĝoj	koncentr'iĝ'o'j
koncentriĝojn	koncentr'iĝ'o'j'n
koncentriĝon	koncentr'iĝ'o'n
koncentriĝos	koncentr'iĝ'os
koncentriĝu	koncentr'iĝ'u
koncentriĝante	koncentr'iĝ'ant'e
koncentrita	koncentr'it'a
koncentritaj	koncentr'it'a'j
koncentritan	koncentr'it'a'n
koncentrite	koncentr'it'e
koncentriteco	koncentr'it'ec'o
koncepta	koncept'a
konceptaj	koncept'a'j
konceptan	koncept'a'n
konceptas	koncept'as
koncepte	koncept'e
koncepti	koncept'i
konceptis	koncept'is
koncepto	koncept'o
konceptoj	koncept'o'j
konceptojn	koncept'o'j'n
koncepton	koncept'o'n
konceptado	koncept'ad'o
konceptaro	koncept'ar'o
konceptarto	koncept'art'o
konceptata	koncept'at'a
konceptigo	koncept'ig'o
konceptigita	koncept'ig'it'a
konceptita	koncept'it'a
konceptitaj	koncept'it'a'j
koncerna	koncern'a
koncernaj	koncern'a'j
koncernajn	koncern'a'j'n
koncernan	koncern'a'n
koncernas	koncern'as
koncerne	koncern'e
koncerni	koncern'i
koncernis	koncern'is
koncerno	koncern'o
koncernoj	koncern'o'j
koncernos	koncern'os
koncernu	koncern'u
koncernus	koncern'us
koncernanta	koncern'ant'a
koncernantaj	koncern'ant'a'j
koncernantajn	koncern'ant'a'j'n
koncernantan	koncern'ant'a'n
koncernante	koncern'ant'e
koncernata	koncern'at'a
koncernataj	koncern'at'a'j
koncernato	koncern'at'o
koncernatoj	koncern'at'o'j
koncernatojn	koncern'at'o'j'n
koncernita	koncern'it'a
koncernitaj	koncern'it'a'j
koncernitajn	koncern'it'a'j'n
koncernitan	koncern'it'a'n
koncernite	koncern'it'e
koncerta	koncert'a
koncertaj	koncert'a'j
koncertajn	koncert'a'j'n
koncertan	koncert'a'n
koncertas	koncert'as
koncerti	koncert'i
koncertis	koncert'is
koncerto	koncert'o
koncertoj	koncert'o'j
koncertojn	koncert'o'j'n
koncerton	koncert'o'n
koncertos	koncert'os
koncertado	koncert'ad'o
koncertejo	koncert'ej'o
koncertejoj	koncert'ej'o'j
koncesia	koncesi'a
koncesio	koncesi'o
koncesioj	koncesi'o'j
koncesiojn	koncesi'o'j'n
koncesion	koncesi'o'n
koncesiulo	koncesi'ul'o
koncesiuloj	koncesi'ul'o'j
koncilia	koncili'a
konciliaj	koncili'a'j
koncilio	koncili'o
koncilioj	koncili'o'j
koncilion	koncili'o'n
koncilianoj	koncili'an'o'j
koncipa	koncip'a
koncipaj	koncip'a'j
koncipajn	koncip'a'j'n
koncipan	koncip'a'n
koncipas	koncip'as
koncipe	koncip'e
koncipi	koncip'i
koncipis	koncip'is
koncipo	koncip'o
koncipiĝo	koncip'iĝ'o
koncipita	koncip'it'a
koncipitaj	koncip'it'a'j
koncipoprevento	koncip'o'prevent'o
konciza	konciz'a
koncizaj	konciz'a'j
koncizajn	konciz'a'j'n
koncizan	konciz'a'n
koncize	konciz'e
koncizo	konciz'o
koncizeco	konciz'ec'o
koncizecon	konciz'ec'o'n
koncizigita	konciz'ig'it'a
konĉerto	konĉert'o
konĉertoj	konĉert'o'j
konĉertojn	konĉert'o'j'n
konĉerton	konĉert'o'n
kondamna	kondamn'a
kondamnas	kondamn'as
kondamni	kondamn'i
kondamnis	kondamn'is
kondamno	kondamn'o
kondamnoj	kondamn'o'j
kondamnojn	kondamn'o'j'n
kondamnon	kondamn'o'n
kondamnos	kondamn'os
kondamnu	kondamn'u
kondamnus	kondamn'us
kondamnado	kondamn'ad'o
kondamnanta	kondamn'ant'a
kondamnante	kondamn'ant'e
kondamnata	kondamn'at'a
kondamniĝis	kondamn'iĝ'is
kondamninda	kondamn'ind'a
kondamnita	kondamn'it'a
kondamnitaj	kondamn'it'a'j
kondamnitan	kondamn'it'a'n
kondamnito	kondamn'it'o
kondamnitoj	kondamn'it'o'j
kondamnitojn	kondamn'it'o'j'n
kondensas	kondens'as
kondensi	kondens'i
kondenso	kondens'o
kondensado	kondens'ad'o
kondensadon	kondens'ad'o'n
kondensaĵo	kondens'aĵ'o
kondensato	kondens'at'o
kondensiĝas	kondens'iĝ'as
kondensiĝo	kondens'iĝ'o
kondensilo	kondens'il'o
kondensiloj	kondens'il'o'j
kondensilojn	kondens'il'o'j'n
kondensilon	kondens'il'o'n
kondensita	kondens'it'a
kondicionalo	kondicional'o
kondicionaloj	kondicional'o'j
kondicionalon	kondicional'o'n
kondiĉa	kondiĉ'a
kondiĉaj	kondiĉ'a'j
kondiĉajn	kondiĉ'a'j'n
kondiĉan	kondiĉ'a'n
kondiĉas	kondiĉ'as
kondiĉe	kondiĉ'e
kondiĉi	kondiĉ'i
kondiĉis	kondiĉ'is
kondiĉo	kondiĉ'o
kondiĉoj	kondiĉ'o'j
kondiĉojn	kondiĉ'o'j'n
kondiĉon	kondiĉ'o'n
kondiĉigas	kondiĉ'ig'as
kondiĉigis	kondiĉ'ig'is
kondiĉigita	kondiĉ'ig'it'a
kondiĉigitaj	kondiĉ'ig'it'a'j
kondiĉigitan	kondiĉ'ig'it'a'n
kondiĉigite	kondiĉ'ig'it'e
kondiĉita	kondiĉ'it'a
kondiĉitaj	kondiĉ'it'a'j
kondimentoj	kondiment'o'j
kondimentojn	kondiment'o'j'n
kondolenca	kondolenc'a
