paca	pac'a
plataĵo	plat'aĵ'o
plataĵoj	plat'aĵ'o'j
plataĵon	plat'aĵ'o'n
platbati	plat'bat'i
platbatis	plat'bat'is
platbeka	plat'bek'a
plateco	plat'ec'o
platetoj	plat'et'o'j
platgermana	plat'german'a
platigas	plat'ig'as
platigi	plat'ig'i
platigis	plat'ig'is
platigita	plat'ig'it'a
platigitaj	plat'ig'it'a'j
platiĝas	plat'iĝ'as
platiĝis	plat'iĝ'is
platkapulo	plat'kap'ul'o
platkapuloj	plat'kap'ul'o'j
platkapulojn	plat'kap'ul'o'j'n
platotektoniko	plat'o'tekton'ik'o
platplafona	plat'plafon'a
platpremita	plat'prem'it'a
platpremitaj	plat'prem'it'a'j
plataleo	platale'o
platano	platan'o
platanoj	platan'o'j
platena	platen'a
platenaj	platen'a'j
plateno	platen'o
platforma	platform'a
platformaj	platform'a'j
platformo	platform'o
platformoj	platform'o'j
platformojn	platform'o'j'n
platformon	platform'o'n
platino	platin'o
platona	platon'a
platonaj	platon'a'j
platonan	platon'a'n
platono	platon'o
platonon	platon'o'n
platonismo	platon'ism'o
plaŭdas	plaŭd'as
plaŭdi	plaŭd'i
plaŭdis	plaŭd'is
plaŭdo	plaŭd'o
plaŭdon	plaŭd'o'n
plaŭdado	plaŭd'ad'o
plaŭto	plaŭt'o
pleba	pleb'a
plebaj	pleb'a'j
pleban	pleb'a'n
plebo	pleb'o
pleboj	pleb'o'j
plebanoj	pleb'an'o'j
plebejoj	pleb'ej'o'j
plebiscito	plebiscit'o
plebisciton	plebiscit'o'n
pledas	pled'as
pledi	pled'i
pledis	pled'is
pledo	pled'o
pledoj	pled'o'j
pledojn	pled'o'j'n
pledon	pled'o'n
pledado	pled'ad'o
pledante	pled'ant'e
pledanto	pled'ant'o
pledantoj	pled'ant'o'j
pleistoceno	pleistocen'o
plej	plej
pleja	plej'a
plejaj	plej'a'j
plejan	plej'a'n
pleje	plej'e
plejo	plej'o
plejaĝa	plej'aĝ'a
plejaĝulo	plej'aĝ'ul'o
plejaĝuloj	plej'aĝ'ul'o'j
plejalta	plej'alt'a
plejaltulo	plej'alt'ul'o
plejamata	plej'am'at'a
plejantaŭa	plej'antaŭ'a
plejbona	plej'bon'a
plejbone	plej'bon'e
plejbono	plej'bon'o
plejbonon	plej'bon'o'n
plejboneco	plej'bon'ec'o
plejbonecon	plej'bon'ec'o'n
plejebla	plej'ebl'a
plejeblan	plej'ebl'a'n
plejeble	plej'ebl'e
plejeblon	plej'ebl'o'n
plejfoje	plej'foj'e
plejgranda	plej'grand'a
plejmultaj	plej'mult'a'j
plejmulte	plej'mult'e
plejmulto	plej'mult'o
plejmulton	plej'mult'o'n
plejofte	plej'oft'e
plejparta	plej'part'a
plejpartaj	plej'part'a'j
plejparte	plej'part'e
plejparto	plej'part'o
plejpartoj	plej'part'o'j
plejparton	plej'part'o'n
plejpotenca	plej'potenc'a
plejpotenculo	plej'potenc'ul'o
plejsankta	plej'sankt'a
plejsupera	plej'super'a
plejsupra	plej'supr'a
plejverŝajne	plej'ver'ŝajn'e
plejadoj	plejad'o'j
plejstocena	plejstocen'a
plejstoceno	plejstocen'o
plektas	plekt'as
plekti	plekt'i
plektis	plekt'is
plektado	plekt'ad'o
plektaĵo	plekt'aĵ'o
plektaĵoj	plekt'aĵ'o'j
plektaĵojn	plekt'aĵ'o'j'n
plektaĵon	plekt'aĵ'o'n
plektita	plekt'it'a
plektitaj	plekt'it'a'j
plektitan	plekt'it'a'n
plektro	plektr'o
plena	plen'a
plenaj	plen'a'j
plenajn	plen'a'j'n
plenan	plen'a'n
plenas	plen'as
plene	plen'e
plenis	plen'is
pleno	plen'o
plenon	plen'o'n
plenaĝa	plen'aĝ'a
plenaĝaj	plen'aĝ'a'j
plenaĝan	plen'aĝ'a'n
plenaĝeco	plen'aĝ'ec'o
plenaĝecon	plen'aĝ'ec'o'n
plenaĝulo	plen'aĝ'ul'o
plenaghuloj	plen'aĝ'ul'o'j
plenaĝuloj	plen'aĝ'ul'o'j
plenblovebla	plen'blov'ebl'a
plenbloveblaj	plen'blov'ebl'a'j
plenblovita	plen'blov'it'a
plenblovitaj	plen'blov'it'a'j
pleneco	plen'ec'o
plenecon	plen'ec'o'n
plenega	plen'eg'a
plenforte	plen'fort'e
plengorĝe	plen'gorĝ'e
plenigas	plen'ig'as
plenigi	plen'ig'i
plenigis	plen'ig'is
plenigo	plen'ig'o
plenigos	plen'ig'os
plenigu	plen'ig'u
plenigus	plen'ig'us
plenigadis	plen'ig'ad'is
plenigado	plen'ig'ad'o
plenigaĵo	plen'ig'aĵ'o
plenigaĵoj	plen'ig'aĵ'o'j
plenigaĵon	plen'ig'aĵ'o'n
pleniganta	plen'ig'ant'a
plenigantaj	plen'ig'ant'a'j
plenigante	plen'ig'ant'e
plenigata	plen'ig'at'a
pleniginta	plen'ig'int'a
pleniginte	plen'ig'int'e
plenigita	plen'ig'it'a
plenigitaj	plen'ig'it'a'j
plenigitajn	plen'ig'it'a'j'n
plenigitan	plen'ig'it'a'n
plenigite	plen'ig'it'e
pleniĝas	plen'iĝ'as
pleniĝis	plen'iĝ'is
pleniĝos	plen'iĝ'os
plenkonscie	plen'konsci'e
plenkore	plen'kor'e
plenkreska	plen'kresk'a
plenkreskaj	plen'kresk'a'j
plenkreskajn	plen'kresk'a'j'n
plenkreskan	plen'kresk'a'n
plenkreskas	plen'kresk'as
plenkreskis	plen'kresk'is
plenkresko	plen'kresk'o
plenkreskos	plen'kresk'os
plenkreskiĝis	plen'kresk'iĝ'is
plenkreskinta	plen'kresk'int'a
plenkreskinte	plen'kresk'int'e
plenkreskula	plen'kresk'ul'a
plenkreskulaj	plen'kresk'ul'a'j
plenkreskulan	plen'kresk'ul'a'n
plenkreskulo	plen'kresk'ul'o
plenkreskuloj	plen'kresk'ul'o'j
plenkreskulojn	plen'kresk'ul'o'j'n
plenkreskulon	plen'kresk'ul'o'n
plenkunsido	plen'kun'sid'o
plenkunsidoj	plen'kun'sid'o'j
plenlonga	plen'long'a
plenlongaj	plen'long'a'j
plenlongan	plen'long'a'n
plenluna	plen'lun'a
plenluno	plen'lun'o
plenmano	plen'man'o
plenmanon	plen'man'o'n
plenmezura	plen'mezur'a
plenmezuraj	plen'mezur'a'j
plenmezure	plen'mezur'e
plennome	plen'nom'e
plenplena	plen'plen'a
plenplenaj	plen'plen'a'j
plenplenan	plen'plen'a'n
plenplenas	plen'plen'as
plenplene	plen'plen'e
plenplenis	plen'plen'is
plenplenigis	plen'plen'ig'is
plenpulme	plen'pulm'e
plenrajta	plen'rajt'a
plenrajtaj	plen'rajt'a'j
plenrajte	plen'rajt'e
plenrapide	plen'rapid'e
plenskala	plen'skal'a
plenskalaj	plen'skal'a'j
plenskalan	plen'skal'a'n
plenŝtopis	plen'ŝtop'is
plenŝtopita	plen'ŝtop'it'a
plenŝtopitaj	plen'ŝtop'it'a'j
plentaŭga	plen'taŭg'a
plentaŭgaj	plen'taŭg'a'j
plentaŭgan	plen'taŭg'a'n
plentempa	plen'temp'a
plentempaj	plen'temp'a'j
plentempajn	plen'temp'a'j'n
plentempan	plen'temp'a'n
plentempe	plen'temp'e
plentona	plen'ton'a
plenuma	plen'um'a
plenumaj	plen'um'a'j
plenumajn	plen'um'a'j'n
plenuman	plen'um'a'n
plenumas	plen'um'as
plenumi	plen'um'i
plenumis	plen'um'is
plenumo	plen'um'o
plenumoj	plen'um'o'j
plenumojn	plen'um'o'j'n
plenumon	plen'um'o'n
plenumos	plen'um'os
plenumu	plen'um'u
plenumus	plen'um'us
plenumadi	plen'um'ad'i
plenumadis	plen'um'ad'is
plenumado	plen'um'ad'o
plenumadon	plen'um'ad'o'n
plenumanta	plen'um'ant'a
plenumantaj	plen'um'ant'a'j
plenumante	plen'um'ant'e
plenumanto	plen'um'ant'o
plenumantoj	plen'um'ant'o'j
plenumata	plen'um'at'a
plenumataj	plen'um'at'a'j
plenumebla	plen'um'ebl'a
plenumeblaj	plen'um'ebl'a'j
plenumeblan	plen'um'ebl'a'n
plenumenda	plen'um'end'a
plenumendaj	plen'um'end'a'j
plenumendan	plen'um'end'a'n
plenumigi	plen'um'ig'i
plenumiĝas	plen'um'iĝ'as
plenumiĝi	plen'um'iĝ'i
plenumiĝis	plen'um'iĝ'is
plenumiĝo	plen'um'iĝ'o
plenumiĝon	plen'um'iĝ'o'n
plenumiĝos	plen'um'iĝ'os
plenumiĝu	plen'um'iĝ'u
plenuminta	plen'um'int'a
plenuminte	plen'um'int'e
plenumita	plen'um'it'a
plenumitaj	plen'um'it'a'j
plenumitan	plen'um'it'a'n
plenumkomitato	plen'um'komitat'o
plenumkomitaton	plen'um'komitat'o'n
plenumota	plen'um'ot'a
plenvalora	plen'valor'a
plenvoĉe	plen'voĉ'e
plenda	plend'a
plendan	plend'a'n
plendas	plend'as
plende	plend'e
plendi	plend'i
plendis	plend'is
plendo	plend'o
plendoj	plend'o'j
plendojn	plend'o'j'n
plendon	plend'o'n
plendos	plend'os
plendu	plend'u
plendus	plend'us
plendadas	plend'ad'as
plendado	plend'ad'o
plendadon	plend'ad'o'n
plendanta	plend'ant'a
plendante	plend'ant'e
plendanto	plend'ant'o
plendantoj	plend'ant'o'j
plendema	plend'em'a
pleonasma	pleonasm'a
pleonasmo	pleonasm'o
pleto	plet'o
pletoj	plet'o'j
pletojn	plet'o'j'n
pleton	plet'o'n
pleŭra	pleŭr'a
pleŭro	pleŭr'o
plezura	plezur'a
plezuraj	plezur'a'j
plezuran	plezur'a'n
plezuras	plezur'as
plezure	plezur'e
plezuro	plezur'o
plezuroj	plezur'o'j
plezurojn	plezur'o'j'n
plezuron	plezur'o'n
plezurege	plezur'eg'e
plezurego	plezur'eg'o
plezurĝardeno	plezur'ĝarden'o
plezuriga	plezur'ig'a
plezurigaj	plezur'ig'a'j
plezurigan	plezur'ig'a'n
plezurigas	plezur'ig'as
plezurige	plezur'ig'e
plezurigi	plezur'ig'i
plezurigis	plezur'ig'is
plezurigos	plezur'ig'os
plezurkrozado	plezur'kroz'ad'o
pli	pli
plia	pli'a
pliaj	pli'a'j
pliajn	pli'a'j'n
plian	pli'a'n
plie	pli'e
pliafoje	pli'a'foj'e
pliaĝa	pli'aĝ'a
pliaĝaj	pli'aĝ'a'j
pliaĝan	pli'aĝ'a'n
pliaghulo	pli'aĝ'ul'o
pliaĝulo	pli'aĝ'ul'o
pliaĝuloj	pli'aĝ'ul'o'j
pliaĝulojn	pli'aĝ'ul'o'j'n
pliakrigis	pli'akr'ig'is
pliakriĝis	pli'akr'iĝ'is
plialtigas	pli'alt'ig'as
plialtigi	pli'alt'ig'i
plialtigis	pli'alt'ig'is
plialtigo	pli'alt'ig'o
plialtigon	pli'alt'ig'o'n
plialtigos	pli'alt'ig'os
plialtigu	pli'alt'ig'u
plialtigante	pli'alt'ig'ant'e
plialtigita	pli'alt'ig'it'a
plialtiĝas	pli'alt'iĝ'as
plialtiĝis	pli'alt'iĝ'is
plialtiĝo	pli'alt'iĝ'o
plialtiĝon	pli'alt'iĝ'o'n
plialtiĝos	pli'alt'iĝ'os
pliampleksigi	pli'ampleks'ig'i
pliampleksigis	pli'ampleks'ig'is
pliampleksigo	pli'ampleks'ig'o
plibeligas	pli'bel'ig'as
plibeligi	pli'bel'ig'i
plibeligis	pli'bel'ig'is
plibeligo	pli'bel'ig'o
plibeligoj	pli'bel'ig'o'j
plibeligita	pli'bel'ig'it'a
plibeligitaj	pli'bel'ig'it'a'j
plibona	pli'bon'a
plibonan	pli'bon'a'n
plibonas	pli'bon'as
plibone	pli'bon'e
plibono	pli'bon'o
plibonigaj	pli'bon'ig'a'j
plibonigas	pli'bon'ig'as
plibonigi	pli'bon'ig'i
plibonigis	pli'bon'ig'is
plibonigo	pli'bon'ig'o
plibonigoj	pli'bon'ig'o'j
plibonigojn	pli'bon'ig'o'j'n
plibonigon	pli'bon'ig'o'n
plibonigos	pli'bon'ig'os
plibonigu	pli'bon'ig'u
plibonigus	pli'bon'ig'us
plibonigado	pli'bon'ig'ad'o
plibonigadon	pli'bon'ig'ad'o'n
pliboniganta	pli'bon'ig'ant'a
plibonigante	pli'bon'ig'ant'e
plibonigata	pli'bon'ig'at'a
plibonigebla	pli'bon'ig'ebl'a
plibonigenda	pli'bon'ig'end'a
plibonigita	pli'bon'ig'it'a
plibonigitaj	pli'bon'ig'it'a'j
plibonigitajn	pli'bon'ig'it'a'j'n
plibonigitan	pli'bon'ig'it'a'n
pliboniĝas	pli'bon'iĝ'as
pliboniĝi	pli'bon'iĝ'i
pliboniĝis	pli'bon'iĝ'is
pliboniĝo	pli'bon'iĝ'o
pliboniĝoj	pli'bon'iĝ'o'j
pliboniĝon	pli'bon'iĝ'o'n
pliboniĝos	pli'bon'iĝ'os
pliboniĝu	pli'bon'iĝ'u
pliboniĝus	pli'bon'iĝ'us
pliefikigi	pli'efik'ig'i
plievoluinta	pli'evolu'int'a
plievoluintaj	pli'evolu'int'a'j
plifaciligas	pli'facil'ig'as
plifaciligi	pli'facil'ig'i
plifaciligis	pli'facil'ig'is
plifaciligo	pli'facil'ig'o
plifaciligos	pli'facil'ig'os
plifaciligus	pli'facil'ig'us
plifirmigas	pli'firm'ig'as
plifirmigi	pli'firm'ig'i
plifirmigis	pli'firm'ig'is
plifirmigo	pli'firm'ig'o
plifirmigado	pli'firm'ig'ad'o
plifirmigante	pli'firm'ig'ant'e
plifirmigita	pli'firm'ig'it'a
plifirmigitaj	pli'firm'ig'it'a'j
plifortigas	pli'fort'ig'as
plifortigi	pli'fort'ig'i
plifortigis	pli'fort'ig'is
plifortigo	pli'fort'ig'o
plifortigon	pli'fort'ig'o'n
plifortigos	pli'fort'ig'os
plifortigu	pli'fort'ig'u
plifortigus	pli'fort'ig'us
plifortigado	pli'fort'ig'ad'o
plifortigante	pli'fort'ig'ant'e
plifortigita	pli'fort'ig'it'a
plifortigitaj	pli'fort'ig'it'a'j
plifortigitajn	pli'fort'ig'it'a'j'n
plifortigitan	pli'fort'ig'it'a'n
plifortiĝas	pli'fort'iĝ'as
plifortiĝi	pli'fort'iĝ'i
plifortiĝis	pli'fort'iĝ'is
plifortiĝo	pli'fort'iĝ'o
plifortikigas	pli'fortik'ig'as
plifortikigi	pli'fortik'ig'i
plifortikigis	pli'fortik'ig'is
plifortikigo	pli'fortik'ig'o
plifortikigoj	pli'fortik'ig'o'j
plifortikigojn	pli'fortik'ig'o'j'n
plifortikigon	pli'fortik'ig'o'n
plifortikigado	pli'fortik'ig'ad'o
plifortikigante	pli'fortik'ig'ant'e
plifortikigita	pli'fortik'ig'it'a
plifortikigitaj	pli'fortik'ig'it'a'j
plifrue	pli'fru'e
pligranda	pli'grand'a
pligrandan	pli'grand'a'n
pligrandigas	pli'grand'ig'as
pligrandigi	pli'grand'ig'i
pligrandigis	pli'grand'ig'is
pligrandigo	pli'grand'ig'o
pligrandigon	pli'grand'ig'o'n
pligrandigos	pli'grand'ig'os
pligrandigu	pli'grand'ig'u
pligrandigado	pli'grand'ig'ad'o
pligrandigante	pli'grand'ig'ant'e
pligrandigita	pli'grand'ig'it'a
pligrandigitaj	pli'grand'ig'it'a'j
pligrandigitan	pli'grand'ig'it'a'n
pligrandiĝas	pli'grand'iĝ'as
pligrandiĝi	pli'grand'iĝ'i
pligrandiĝis	pli'grand'iĝ'is
pligrandiĝo	pli'grand'iĝ'o
pligrandiĝon	pli'grand'iĝ'o'n
pligrandiĝos	pli'grand'iĝ'os
pligrandiĝanta	pli'grand'iĝ'ant'a
pligrandiĝinta	pli'grand'iĝ'int'a
pligravigas	pli'grav'ig'as
pligravigi	pli'grav'ig'i
pligravigis	pli'grav'ig'is
pligraviĝas	pli'grav'iĝ'as
pligraviĝis	pli'grav'iĝ'is
pliĝuste	pli'ĝust'e
pliiga	pli'ig'a
pliigaj	pli'ig'a'j
pliigan	pli'ig'a'n
pliigas	pli'ig'as
pliige	pli'ig'e
pliigi	pli'ig'i
pliigis	pli'ig'is
pliigo	pli'ig'o
pliigoj	pli'ig'o'j
pliigojn	pli'ig'o'j'n
pliigon	pli'ig'o'n
pliigos	pli'ig'os
pliigu	pli'ig'u
pliigus	pli'ig'us
pliigado	pli'ig'ad'o
pliiganta	pli'ig'ant'a
pliigantaj	pli'ig'ant'a'j
pliigantan	pli'ig'ant'a'n
pliigante	pli'ig'ant'e
pliigita	pli'ig'it'a
pliigitaj	pli'ig'it'a'j
pliigitajn	pli'ig'it'a'j'n
pliigitan	pli'ig'it'a'n
pliiĝa	pli'iĝ'a
pliiĝaj	pli'iĝ'a'j
pliiĝas	pli'iĝ'as
pliiĝi	pli'iĝ'i
pliiĝis	pli'iĝ'is
pliiĝo	pli'iĝ'o
pliiĝoj	pli'iĝ'o'j
pliiĝojn	pli'iĝ'o'j'n
pliiĝon	pli'iĝ'o'n
pliiĝos	pli'iĝ'os
pliiĝus	pli'iĝ'us
pliiĝado	pli'iĝ'ad'o
pliiĝanta	pli'iĝ'ant'a
pliiĝantaj	pli'iĝ'ant'a'j
pliiĝantan	pli'iĝ'ant'a'n
pliiĝante	pli'iĝ'ant'e
pliiĝinta	pli'iĝ'int'a
pliintensiĝo	pli'intens'iĝ'o
plijuna	pli'jun'a
plijuniĝis	pli'jun'iĝ'is
pliklarigi	pli'klar'ig'i
pliklarigis	pli'klar'ig'is
plikuraĝigu	pli'kuraĝ'ig'u
plilarĝigas	pli'larĝ'ig'as
plilarĝigi	pli'larĝ'ig'i
plilarĝigis	pli'larĝ'ig'is
plilarĝigo	pli'larĝ'ig'o
plilarĝigon	pli'larĝ'ig'o'n
plilarĝigado	pli'larĝ'ig'ad'o
plilarĝigita	pli'larĝ'ig'it'a
plilarĝigitaj	pli'larĝ'ig'it'a'j
plilarĝiĝas	pli'larĝ'iĝ'as
plilarĝiĝis	pli'larĝ'iĝ'is
plilaŭtigis	pli'laŭt'ig'is
plilaŭtiĝis	pli'laŭt'iĝ'is
plilongigas	pli'long'ig'as
plilongigi	pli'long'ig'i
plilongigis	pli'long'ig'is
plilongigo	pli'long'ig'o
plilongigoj	pli'long'ig'o'j
plilongigon	pli'long'ig'o'n
plilongigado	pli'long'ig'ad'o
plilongigante	pli'long'ig'ant'e
plilongigita	pli'long'ig'it'a
plilongigitaj	pli'long'ig'it'a'j
plilongigitajn	pli'long'ig'it'a'j'n
plilongigitan	pli'long'ig'it'a'n
plilongiĝas	pli'long'iĝ'as
plilongiĝis	pli'long'iĝ'is
plimalpli	pli'mal'pli
plimalbonigas	pli'mal'bon'ig'as
plimalbonigi	pli'mal'bon'ig'i
plimalbonigis	pli'mal'bon'ig'is
plimalbonigado	pli'mal'bon'ig'ad'o
plimalbonigita	pli'mal'bon'ig'it'a
plimalbonigitaj	pli'mal'bon'ig'it'a'j
plimalboniĝas	pli'mal'bon'iĝ'as
plimalboniĝi	pli'mal'bon'iĝ'i
plimalboniĝis	pli'mal'bon'iĝ'is
plimalboniĝo	pli'mal'bon'iĝ'o
plimalboniĝon	pli'mal'bon'iĝ'o'n
plimulta	pli'mult'a
plimultaj	pli'mult'a'j
plimultajn	pli'mult'a'j'n
plimultan	pli'mult'a'n
plimultas	pli'mult'as
plimulte	pli'mult'e
plimultis	pli'mult'is
plimulto	pli'mult'o
plimultoj	pli'mult'o'j
plimultojn	pli'mult'o'j'n
plimulton	pli'mult'o'n
plimultigas	pli'mult'ig'as
plimultigi	pli'mult'ig'i
plimultigis	pli'mult'ig'is
plimultigo	pli'mult'ig'o
plimultiĝas	pli'mult'iĝ'as
plimultiĝis	pli'mult'iĝ'is
plimultiĝo	pli'mult'iĝ'o
plimultita	pli'mult'it'a
plimultitaj	pli'mult'it'a'j
plinombriĝis	pli'nombr'iĝ'is
pliofte	pli'oft'e
plioftiĝas	pli'oft'iĝ'as
pliparte	pli'part'e
pliparto	pli'part'o
pliparton	pli'part'o'n
pliperfektigi	pli'perfekt'ig'i
plipezigis	pli'pez'ig'is
plipezigos	pli'pez'ig'os
plipeziĝis	pli'pez'iĝ'is
plipeziĝo	pli'pez'iĝ'o
pliposte	pli'post'e
pliprecize	pli'preciz'e
pliprecizigi	pli'preciz'ig'i
pliproduktado	pli'produkt'ad'o
pliprofundigas	pli'profund'ig'as
pliprofundigi	pli'profund'ig'i
pliprofundigis	pli'profund'ig'is
pliprofundigo	pli'profund'ig'o
pliprofundigon	pli'profund'ig'o'n
pliproksimigas	pli'proksim'ig'as
pliproksimigi	pli'proksim'ig'i
pliproksimiĝi	pli'proksim'iĝ'i
pliproksimiĝis	pli'proksim'iĝ'is
pliproksimiĝo	pli'proksim'iĝ'o
plirapide	pli'rapid'e
plirapidigas	pli'rapid'ig'as
plirapidigi	pli'rapid'ig'i
plirapidigis	pli'rapid'ig'is
plirapidigo	pli'rapid'ig'o
plirapidigos	pli'rapid'ig'os
plirapidiĝis	pli'rapid'iĝ'is
pliriĉigas	pli'riĉ'ig'as
pliriĉigi	pli'riĉ'ig'i
pliriĉigis	pli'riĉ'ig'is
pliriĉigo	pli'riĉ'ig'o
pliriĉigon	pli'riĉ'ig'o'n
pliriĉigita	pli'riĉ'ig'it'a
pliriĉiĝas	pli'riĉ'iĝ'as
pliriĉiĝis	pli'riĉ'iĝ'is
pliriĉiĝo	pli'riĉ'iĝ'o
pliseverigas	pli'sever'ig'as
pliseverigi	pli'sever'ig'i
pliseverigis	pli'sever'ig'is
pliseverigita	pli'sever'ig'it'a
pliseverigitaj	pli'sever'ig'it'a'j
plisimpligi	pli'simpl'ig'i
plivalorigo	pli'valor'ig'o
plivarmiĝas	pli'varm'iĝ'as
plivarmiĝo	pli'varm'iĝ'o
plivastigas	pli'vast'ig'as
plivastigi	pli'vast'ig'i
plivastigis	pli'vast'ig'is
plivastigo	pli'vast'ig'o
plivastigon	pli'vast'ig'o'n
plivastigos	pli'vast'ig'os
plivastigata	pli'vast'ig'at'a
plivastigita	pli'vast'ig'it'a
plivastiĝas	pli'vast'iĝ'as
plivastiĝis	pli'vast'iĝ'is
plivastiĝo	pli'vast'iĝ'o
plivigligi	pli'vigl'ig'i
plivigligis	pli'vigl'ig'is
plivole	pli'vol'e
plinio	plini'o
plioceno	pliocen'o
plonĝas	plonĝ'as
plonĝi	plonĝ'i
plonĝis	plonĝ'is
plonĝo	plonĝ'o
plonĝoj	plonĝ'o'j
plonĝado	plonĝ'ad'o
plonĝadon	plonĝ'ad'o'n
plonĝante	plonĝ'ant'e
plonĝanto	plonĝ'ant'o
plonĝantomalsano	plonĝ'ant'o'mal'san'o
plonĝisto	plonĝ'ist'o
plonĝistoj	plonĝ'ist'o'j
plora	plor'a
ploras	plor'as
plore	plor'e
plori	plor'i
ploris	plor'is
ploro	plor'o
ploroj	plor'o'j
plorojn	plor'o'j'n
ploron	plor'o'n
ploros	plor'os
ploru	plor'u
plorus	plor'us
ploradas	plor'ad'as
ploradis	plor'ad'is
plorado	plor'ad'o
ploradon	plor'ad'o'n
ploranta	plor'ant'a
plorantaj	plor'ant'a'j
plorantan	plor'ant'a'n
plorante	plor'ant'e
ploregas	plor'eg'as
ploregi	plor'eg'i
ploregis	plor'eg'is
plorego	plor'eg'o
ploregante	plor'eg'ant'e
plorema	plor'em'a
ploremon	plor'em'o'n
ploretis	plor'et'is
plorigas	plor'ig'as
plorigi	plor'ig'i
plorigis	plor'ig'is
plorinda	plor'ind'a
plorkriis	plor'kri'is
plorsingultis	plor'singult'is
plotino	plotin'o
plu	plu
plua	plu'a
pluaj	plu'a'j
pluajn	plu'a'j'n
pluan	plu'a'n
pluas	plu'as
plue	plu'e
pluen	plu'e'n
pluis	plu'is
pluapaŝa	plu'a'paŝ'a
pluapaŝan	plu'a'paŝ'a'n
pluapaŝe	plu'a'paŝ'e
pludaŭras	plu'daŭr'as
pludaŭri	plu'daŭr'i
pludaŭris	plu'daŭr'is
pludiris	plu'dir'is
pludonas	plu'don'as
pludoni	plu'don'i
pludonis	plu'don'is
pludonita	plu'don'it'a
pludonitaj	plu'don'it'a'j
pluekzistas	plu'ekzist'as
pluekzisti	plu'ekzist'i
pluekzisto	plu'ekzist'o
pluekziston	plu'ekzist'o'n
pluekzistanta	plu'ekzist'ant'a
pluekzistantaj	plu'ekzist'ant'a'j
pluestas	plu'est'as
pluestis	plu'est'is
pluevoluis	plu'evolu'is
pluevoluo	plu'evolu'o
pluevoluigi	plu'evolu'ig'i
pluevoluigis	plu'evolu'ig'is
pluevoluigo	plu'evolu'ig'o
pluevoluigon	plu'evolu'ig'o'n
pluhavas	plu'hav'as
pluhavi	plu'hav'i
pluigas	plu'ig'as
pluigi	plu'ig'i
pluigis	plu'ig'is
pluiras	plu'ir'as
pluiri	plu'ir'i
pluiris	plu'ir'is
pluiros	plu'ir'os
pluiru	plu'ir'u
pluirante	plu'ir'ant'e
plulaboris	plu'labor'is
plulerni	plu'lern'i
plulernis	plu'lern'is
plumarŝis	plu'marŝ'is
plurestas	plu'rest'as
plusendas	plu'send'as
plusendi	plu'send'i
plusendis	plu'send'is
plusendo	plu'send'o
plusendoj	plu'send'o'j
plusendos	plu'send'os
plusendado	plu'send'ad'o
plusendanta	plu'send'ant'a
plusendante	plu'send'ant'e
plusendita	plu'send'it'a
plusenditaj	plu'send'it'a'j
plutenas	plu'ten'as
pluteni	plu'ten'i
plutenis	plu'ten'is
pluveturis	plu'vetur'is
pluviva	plu'viv'a
pluvivaj	plu'viv'a'j
pluvivajn	plu'viv'a'j'n
pluvivan	plu'viv'a'n
pluvivas	plu'viv'as
pluvivi	plu'viv'i
pluvivis	plu'viv'is
pluvivo	plu'viv'o
pluvivon	plu'viv'o'n
pluvivos	plu'viv'os
pluvivu	plu'viv'u
pluvivus	plu'viv'us
pluvivado	plu'viv'ad'o
pluvivanta	plu'viv'ant'a
pluvivantaj	plu'viv'ant'a'j
pluvivanto	plu'viv'ant'o
pluvivantoj	plu'viv'ant'o'j
pluvivantojn	plu'viv'ant'o'j'n
pluvivinta	plu'viv'int'a
plugas	plug'as
plugi	plug'i
plugis	plug'is
plugadis	plug'ad'is
plugado	plug'ad'o
plugadon	plug'ad'o'n
pluganta	plug'ant'a
plugilo	plug'il'o
plugiloj	plug'il'o'j
plugilojn	plug'il'o'j'n
plugilon	plug'il'o'n
plugita	plug'it'a
plugitaj	plug'it'a'j
plugtero	plug'ter'o
plukas	pluk'as
pluki	pluk'i
plukis	pluk'is
pluku	pluk'u
plukado	pluk'ad'o
plukante	pluk'ant'e
plukinstrumentoj	pluk'instrument'o'j
plukita	pluk'it'a
plukitaj	pluk'it'a'j
pluma	plum'a
plumaj	plum'a'j
plume	plum'e
plumo	plum'o
plumoj	plum'o'j
plumojn	plum'o'j'n
plumon	plum'o'n
plumaro	plum'ar'o
plumaroj	plum'ar'o'j
plumarojn	plum'ar'o'j'n
plumaron	plum'ar'o'n
plumecaj	plum'ec'a'j
plumita	plum'it'a
plumnomo	plum'nom'o
plumoŝanĝado	plum'o'ŝanĝ'ad'o
plumŝanĝo	plum'ŝanĝ'o
plumba	plumb'a
plumbaj	plumb'a'j
plumban	plumb'a'n
plumbe	plumb'e
plumbo	plumb'o
plumboj	plumb'o'j
plumbojn	plumb'o'j'n
plumbon	plumb'o'n
plumbisto	plumb'ist'o
plumbomalkovro	plumb'o'mal'kovr'o
plumpa	plump'a
plumpan	plump'a'n
plumpinto	plump'int'o
plumpintoj	plump'int'o'j
plura	plur'a
pluraj	plur'a'j
plurajn	plur'a'j'n
pluran	plur'a'n
plurcent	plur'cent
plurmil	plur'mil
plurangula	plur'angul'a
plurangulo	plur'angul'o
pluranguloj	plur'angul'o'j
plurdimensia	plur'dimensi'a
plurdimensiaj	plur'dimensi'a'j
plureco	plur'ec'o
plurecon	plur'ec'o'n
pluredro	plur'edr'o
